ID,标题,项目,负责人,协作人,状态,优先级,截止时间,完成时间,创建时间,URL,内容
1523,Task 1522 yZON16Wl,项目三(3)55555,user_273_F8QNd,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1524,Task 1523 mmYVQT8K,Project PRJ_165_6KQ,user_531_PaXBV,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1525,Task 1524 xRQeNoeb,Project PRJ_127_AFE,user_840_tV11X,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1527,Task 1526 f7M61q6J,Project PRJ_16_IZT,user_951_mPgDD,,进行中 / In Progress,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1528,Task 1527 8nIZUMt3,Project PRJ_106_ZUY,user_45_LZ5Pk,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1529,Task 1528 A3sqw5m9,Project PRJ_98_RQM,user_379_AalX0,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1530,Task 1529 byBamTsr,Project PRJ_43_7V9,user_879_o2df6,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1531,Task 1530 IYr8l0rP,Project PRJ_11_CAD,user_42_OwYgs,,已完成 / Done,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1532,Task 1531 HV4r71jE,Project PRJ_111_HJT,user_95_gEmG7,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1533,Task 1532 NfWCFAEM,Project PRJ_19_TOW,user_57_98T5w,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1534,Task 1533 UTkPE6Cj,Project PRJ_40_DBN,user_290_xdEjS,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1536,Task 1535 TfrGqyZF,Project PRJ_1_YOT,user_778_0r78c,,已完成 / Done,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1537,Task 1536 YP1ZkwEk,Project PRJ_112_EF0,user_907_Ul8uD,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1538,Task 1537 PKeiakdZ,Project PRJ_32_CHI,user_807_GsSIP,,待处理 / To Do,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1539,Task 1538 h2gBdRcy,Project PRJ_145_2EL,user_362_in8Ww,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1541,Task 1540 dWQIBjKq,Project PRJ_122_FJH,user_387_MS2AQ,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1542,Task 1541 2s2JDBHD,Project PRJ_11_CAD,user_829_we9Q0,,待处理 / To Do,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1543,Task 1542 RseF8lBG,Project PRJ_53_OPN,user_295_9VXaI,,待处理 / To Do,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1544,Task 1543 ozCt8e8i,Project PRJ_154_E4E,user_746_OD7Gi,,已完成 / Done,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1545,Task 1544 ObBqzAvS,Project PRJ_23_TZY,user_69_VuSvq,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1546,Task 1545 VIisGTXG,Project PRJ_121_DJC,user_395_mFTV2,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1549,Task 1548 Gn5xDkaH,Project PRJ_191_8YM,user_393_uPuPf,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1550,Task 1549 DHRPo9Ts,Project PRJ_163_LFK,user_495_AFGjV,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1551,Task 1550 LCmeFlvK,Project PRJ_2_E8Z,user_481_xk6SO,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1552,Task 1551 ZXI0pplp,Project PRJ_86_KVK,user_26_qcpJ8,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1553,Task 1552 Ix8Cpv2M,Project PRJ_19_TOW,user_693_RzUck,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1554,Task 1553 jdXwW74O,Project PRJ_90_I9M,user_295_9VXaI,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1555,Task 1554 Oylj9vSU,Project PRJ_128_05J,user_402_IubFG,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1556,Task 1555 gtbz34dI,Project PRJ_102_7TL,user_624_wKvJ2,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1557,Task 1556 2xzx72HS,Project PRJ_146_EJS,user_874_FHDgC,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1558,Task 1557 2CY9jL3o,Project PRJ_161_9RN,user_65_QZA6d,,待处理 / To Do,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1559,Task 1558 qGxkXHKN,Project PRJ_193_NPX,user_965_HVXLj,,待处理 / To Do,中 / Medium,2025-12-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1560,Task 1559 9e6DpAPu,Project PRJ_150_MCO,user_3_ndZyd,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1561,Task 1560 IWDApzeV,Project PRJ_50_8I2,user_564_yre8P,,已完成 / Done,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1562,Task 1561 uDDblNmu,Project PRJ_96_W0M,user_710_RMiFe,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1564,Task 1563 eINMlqTO,Project PRJ_195_THX,user_536_Gz6AK,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1565,Task 1564 59Tk4XLm,Project PRJ_7_ZL8,user_434_MS80p,,待处理 / To Do,中 / Medium,2025-12-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1567,Task 1566 iMTpzxGn,Project PRJ_108_OQE,user_181_MPoME,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1568,Task 1567 kH0v5BcM,Project PRJ_153_ZIU,user_465_drfUs,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1569,Task 1568 gGLpt6ht,Project PRJ_24_4Z0,user_57_98T5w,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1570,Task 1569 7JlcYgVe,Project PRJ_158_NKV,user_46_IjTOs,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1571,Task 1570 2n7pwnpa,Project PRJ_185_HL1,user_597_EKiNi,,已完成 / Done,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1572,Task 1571 xgsEGYcC,Project PRJ_138_TLV,user_716_XGH8j,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1573,Task 1572 whbWi1lc,Project PRJ_119_OJT,user_913_n40sc,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1574,Task 1573 DB2QQaxv,Project PRJ_94_AS8,user_2_YKmEy,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1575,Task 1574 vWd81WLk,Project PRJ_155_JDO,user_73_pRHqr,,已完成 / Done,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1576,Task 1575 U83CaIsF,Project PRJ_123_IEH,user_672_OEbk4,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1577,Task 1576 VUtDcoAT,Project PRJ_151_JNR,user_522_hWAPA,,已完成 / Done,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1580,Task 1579 eIgYIbjt,Project PRJ_44_VWS,user_678_AQ808,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1581,Task 1580 xMZT5E3b,Project PRJ_106_ZUY,user_295_9VXaI,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1582,Task 1581 nJNBK4Y5,Project PRJ_72_B2E,user_398_GGOLk,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1583,Task 1582 7Thy29NH,Project PRJ_35_8OV,user_432_fClRm,,待处理 / To Do,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1584,Task 1583 1OsRIjCp,Project PRJ_192_AV2,user_176_mokE6,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1585,Task 1584 zFX6320w,Project PRJ_8_QQD,user_475_14Vug,,已完成 / Done,中 / Medium,2026-01-21 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1587,Task 1586 rTs8JHCe,Project PRJ_105_T2I,user_277_DOGDg,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1588,Task 1587 iRfZwtkg,Project PRJ_196_SI5,user_910_jNTPl,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1590,Task 1589 VKgJvb3e,Project PRJ_41_BSG,user_90_tIz9M,,阻塞中 / Blocked,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1591,Task 1590 CyiH4FVz,Project PRJ_121_DJC,user_563_DL0bY,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1592,Task 1591 OLk0Ij9f,Project PRJ_62_9XT,user_195_koUVd,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1593,Task 1592 tMIB2ukH,Project PRJ_149_R4D,user_795_d9OMT,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1594,Task 1593 WrMzIEHv,Project PRJ_126_ROM,user_450_lXup5,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1595,Task 1594 NTsTqbdk,Project PRJ_124_9RN,user_258_lHjxf,,已完成 / Done,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1596,Task 1595 NDxlNiTw,Project PRJ_116_VVB,user_499_6gKBo,,待处理 / To Do,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1597,Task 1596 5m0krwz0,Project PRJ_114_FI0,user_656_vg7CX,,待处理 / To Do,中 / Medium,2026-01-23 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1599,Task 1598 OpEhxHed,Project PRJ_31_OCV,user_22_DlKSz,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1600,Task 1599 bUv4uokY,Project PRJ_52_NLX,user_980_D6v35,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1601,Task 1600 QwB7B2zd,Project PRJ_186_QFT,user_460_tHsf9,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1602,Task 1601 N6tIAIfe,Project PRJ_72_B2E,user_22_DlKSz,,已完成 / Done,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1603,Task 1602 bDlMEJFF,Project PRJ_184_TI9,user_19_A5uAG,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1604,Task 1603 rQSz5qJW,Project PRJ_165_6KQ,user_17_CiLyR,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1605,Task 1604 r13s51I1,Project PRJ_98_RQM,user_956_wEm8K,,待处理 / To Do,中 / Medium,2026-01-05 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1606,Task 1605 7Zlngwtd,Project PRJ_30_MSQ,user_376_suv1d,,已完成 / Done,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1607,Task 1606 TCJuduEj,Project PRJ_11_CAD,user_722_4Ni3S,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1608,Task 1607 IefJzFCp,Project PRJ_35_8OV,user_665_fWrgB,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1609,Task 1608 LwFq6iYL,Project PRJ_103_M7T,user_662_yM7Dx,,已完成 / Done,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1610,Task 1609 tnkwFIBn,Project PRJ_32_CHI,user_802_ZT8cl,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1612,Task 1611 D0d6lnvS,Project PRJ_153_ZIU,user_948_tiXz3,,待处理 / To Do,中 / Medium,2026-01-06 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1613,Task 1612 ToSQrt42,Project PRJ_27_XOD,user_431_dX4JE,,已完成 / Done,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1614,Task 1613 AQFTXeDv,Project PRJ_59_QL9,user_135_ixePD,,阻塞中 / Blocked,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1615,Task 1614 wyOfgPsv,Project PRJ_169_MJY,user_814_ptZVZ,,已完成 / Done,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1616,Task 1615 3rqD4ffJ,Project PRJ_85_SDW,user_828_ZUS5G,,待处理 / To Do,中 / Medium,2026-01-08 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1617,Task 1616 oaEX8KrX,Project PRJ_63_OLJ,user_489_ww6hL,,已完成 / Done,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1618,Task 1617 6LCCmQGA,Project PRJ_34_K3O,user_352_nXHw0,,待处理 / To Do,中 / Medium,2026-01-02 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1619,Task 1618 q3qwYni0,Project PRJ_170_6Y7,user_980_D6v35,,待处理 / To Do,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1620,Task 1619 tIh4ZnNs,Project PRJ_73_IBI,user_761_OYg0W,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1621,Task 1620 tAl48YD7,Project PRJ_60_YMQ,user_810_zfhcO,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1622,Task 1621 Xzjs99F7,Project PRJ_143_QL6,user_238_e7BXQ,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1623,Task 1622 Aw3v0zzR,Project PRJ_171_FV6,user_230_IGRgm,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1625,Task 1624 iq4N1DRg,Project PRJ_176_T4O,user_935_WJG6E,,已完成 / Done,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1626,Task 1625 UwJRJRsz,Project PRJ_63_OLJ,user_508_e6eti,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1627,Task 1626 QayE0qoz,Project PRJ_107_RYE,user_991_qmHqO,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1628,Task 1627 RqU5euzv,Project PRJ_133_22A,user_457_JU3hK,,待处理 / To Do,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1629,Task 1628 AOEhM4Sb,Project PRJ_41_BSG,user_671_hImfG,,阻塞中 / Blocked,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1630,Task 1629 RGR4qURP,Project PRJ_111_HJT,user_45_LZ5Pk,,已完成 / Done,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1631,Task 1630 07Ub78qe,Project PRJ_189_HPD,user_97_wrsYW,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1632,Task 1631 VEwuC7Uy,Project PRJ_76_NK7,user_763_q1boB,,进行中 / In Progress,中 / Medium,2026-01-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1633,Task 1632 Ub9gGfEd,Project PRJ_130_4CW,user_959_SQS5d,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1634,Task 1633 1YxPivE7,Project PRJ_135_CGN,user_608_GK2pU,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1635,Task 1634 EYgTH8N6,Project PRJ_17_WC7,user_299_7NaAp,,进行中 / In Progress,中 / Medium,2026-01-28 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1637,Task 1636 J2tW9qdq,Project PRJ_94_AS8,user_705_HXw32,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1638,Task 1637 LZCZvrvH,Project PRJ_59_QL9,user_87_sh7RU,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1639,Task 1638 Gr5ARVJj,Project PRJ_2_E8Z,user_436_b00Om,,待处理 / To Do,中 / Medium,2026-01-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1640,Task 1639 hcp9Nymy,Project PRJ_164_Z2W,user_4_JiygS,,待处理 / To Do,中 / Medium,2025-12-30 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1641,Task 1640 B8Bp4MAU,Project PRJ_73_IBI,user_911_6taC8,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1642,Task 1641 kAPXiv3M,Project PRJ_180_MBQ,user_300_Kak6l,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1643,Task 1642 S90Jtre2,Project PRJ_121_DJC,user_572_ZNgvz,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1645,Task 1644 yQT4VETJ,Project PRJ_146_EJS,user_535_FOOhv,,已完成 / Done,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1646,Task 1645 ESwfkfwa,Project PRJ_78_14V,user_323_sZHXG,,待处理 / To Do,中 / Medium,2026-01-03 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1647,Task 1646 zcLc6jsb,Project PRJ_186_QFT,user_566_dKJ0x,,待处理 / To Do,中 / Medium,2026-01-13 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1648,Task 1647 bQEAPJeU,Project PRJ_83_JB5,user_398_GGOLk,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1649,Task 1648 jpVT1xOd,Project PRJ_185_HL1,user_86_mTbgA,,待处理 / To Do,中 / Medium,2025-12-25 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1650,Task 1649 Ck71Z0h0,Project PRJ_172_0Z8,user_856_3rREO,,待处理 / To Do,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1651,Task 1650 oPQYihzz,Project PRJ_124_9RN,user_462_bO2sU,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1652,Task 1651 qszrX6UE,Project PRJ_34_K3O,user_222_w0AkK,,待处理 / To Do,中 / Medium,2025-12-31 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1653,Task 1652 KwfAImWc,Project PRJ_102_7TL,user_279_Mi2Kk,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1654,Task 1653 EUmI0nsv,Project PRJ_29_W9W,user_34_n7nCe,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1655,Task 1654 ikyDjxn5,Project PRJ_186_QFT,user_325_abbm0,,已完成 / Done,中 / Medium,2025-12-27 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1657,Task 1656 SRtA0uDQ,项目三(3)55555,user_896_ptz2g,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1658,Task 1657 ZE2JEtMv,Project PRJ_87_XV3,user_801_45xE6,,待处理 / To Do,中 / Medium,2026-01-01 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1659,Task 1658 vanRmAT7,Project PRJ_124_9RN,user_841_mL4uQ,,待处理 / To Do,中 / Medium,2026-01-17 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1660,Task 1659 HMRFwG1d,Project PRJ_80_XZR,user_134_cyKwU,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1661,Task 1660 QGOAgpF1,Project PRJ_72_B2E,user_417_Hhds6,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1663,Task 1662 cpanrzPy,Project PRJ_54_HM5,user_652_163ad,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1664,Task 1663 uI1Uj0P5,Project PRJ_39_6GG,user_326_PGua2,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1665,Task 1664 jhmQfy0t,Project PRJ_153_ZIU,user_86_mTbgA,,待处理 / To Do,中 / Medium,2026-01-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1666,Task 1665 MKrBiUen,Project PRJ_131_WQZ,user_339_O1faQ,,待处理 / To Do,中 / Medium,2026-01-04 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1667,Task 1666 6Etxerw1,Project PRJ_95_L1G,user_19_A5uAG,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1668,Task 1667 WDiSmYec,Project PRJ_171_FV6,user_808_H55rG,,待处理 / To Do,中 / Medium,2025-12-26 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1669,Task 1668 Z7NjtBoK,Project PRJ_34_K3O,user_282_2VNhx,,待处理 / To Do,中 / Medium,2026-01-14 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1670,Task 1669 ZwYBYLKZ,Project PRJ_94_AS8,user_872_GLKLE,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1671,Task 1670 BLjAWyXC,Project PRJ_113_ZK8,user_20_0XL38,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1672,Task 1671 zqlQxCR3,Project PRJ_92_KYR,user_401_Muew8,,待处理 / To Do,中 / Medium,2026-01-16 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1673,Task 1672 E1Zklejh,Project PRJ_132_FXY,user_463_XhVX0,,待处理 / To Do,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1674,Task 1673 WI6fK26J,Project PRJ_3_YJD,user_406_ZW4Lc,,已完成 / Done,中 / Medium,2026-01-11 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1676,Task 1675 kmDpIyN2,Project PRJ_178_KUH,user_583_1C2QQ,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1677,Task 1676 PLFiHpn6,Project PRJ_98_RQM,user_984_iJVKu,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1678,Task 1677 6Uks9X5o,Project PRJ_10_NWR,user_843_FGYl8,,已完成 / Done,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1679,Task 1678 lA80cJsQ,Project PRJ_174_VYL,user_724_ezhv2,,进行中 / In Progress,中 / Medium,2026-01-24 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1680,Task 1679 Z37B03rF,Project PRJ_182_MGE,user_101_o33bW,,待处理 / To Do,中 / Medium,2026-01-10 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1681,Task 1680 K4HcUwFL,Project PRJ_20_NGL,user_919_teXeS,,待处理 / To Do,中 / Medium,2026-01-22 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1682,Task 1681 KOALHSoZ,Project PRJ_41_BSG,user_419_f93k5,,待处理 / To Do,中 / Medium,2026-01-20 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1683,Task 1682 TzzbczmA,Project PRJ_114_FI0,user_114_cPAGC,,待处理 / To Do,中 / Medium,2026-01-18 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1684,Task 1683 oXgBOCZp,Project PRJ_73_IBI,user_970_NKlF9,,待处理 / To Do,中 / Medium,2026-01-12 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1685,Task 1684 KDYasmU3,Project PRJ_74_QNH,user_383_jecL5,,待处理 / To Do,中 / Medium,2026-01-19 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1686,Task 1685 qgklBF0L,Project PRJ_55_VOJ,user_322_huLGG,,待处理 / To Do,中 / Medium,2026-01-07 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1687,Task 1686 SnsiaoxK,Project PRJ_196_SI5,user_919_teXeS,,待处理 / To Do,中 / Medium,2026-01-09 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
1689,Task 1688 zBwhBiy5,Project PRJ_10_NWR,user_37_RR1iW,,待处理 / To Do,中 / Medium,2026-01-15 09:23:47,,2026-01-28 01:03:57,,Auto generated task content.
